run-id,use_vernalisation_fix,sowing-date,harvest-date,crop-id,sim.json,crop.json,site.json,incl_hist,climate_path_to_latlon_file,climate_path_to_csvs,gcm,rcm,scenario,ensmem,version,start_date,end_date,groundwater-level,impenetrable-layer,elevation,slope,latitude,landcover,fertilization,NitrogenResponseOn,irrigation,WaterDeficitResponseOn,EmergenceMoistureControlOn,EmergenceFloodingControlOn,LeafExtensionModifier,CO2,O3,FieldConditionModifier,StageTemperatureSum,comment,region_name,species_param_name,cultivar_param_name,param_value,param_index_in_array,coeff,crop_data
11,True,fixed,auto,WRa_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2014,01.10.2015,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.81,,historic_runs,BRA_BER,,,,,,BB_CType10_2015_100_25832_etrs89-utm32n.asc
12,True,fixed,auto,WRa_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2015,01.10.2016,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.81,,historic_runs,BRA_BER,,,,,,BB_CType10_2016_100_25832_etrs89-utm32n.asc
13,True,fixed,auto,WRa_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2016,01.10.2017,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.81,,historic_runs,BRA_BER,,,,,,BB_CType10_2017_100_25832_etrs89-utm32n.asc
14,True,fixed,auto,WRa_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2017,01.10.2018,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.81,,historic_runs,BRA_BER,,,,,,BB_CType10_2018_100_25832_etrs89-utm32n.asc
15,True,fixed,auto,WRa_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2018,01.10.2019,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.81,,historic_runs,BRA_BER,,,,,,BB_CType10_2019_100_25832_etrs89-utm32n.asc
16,True,fixed,auto,WRa_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2019,01.10.2020,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.81,,historic_runs,BRA_BER,,,,,,BB_CType10_2020_100_25832_etrs89-utm32n.asc
17,True,fixed,auto,WRa_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2020,01.10.2021,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.81,,historic_runs,BRA_BER,,,,,,BB_CType10_2021_100_25832_etrs89-utm32n.asc
18,True,fixed,auto,WRa_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2021,01.10.2022,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.81,,historic_runs,BRA_BER,,,,,,BB_CType10_2022_100_25832_etrs89-utm32n.asc
19,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2004,01.10.2005,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2005_100_25832_etrs89-utm32n.asc
20,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2005,01.10.2006,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2006_100_25832_etrs89-utm32n.asc
21,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2006,01.10.2007,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2007_100_25832_etrs89-utm32n.asc
22,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2007,01.10.2008,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2008_100_25832_etrs89-utm32n.asc
23,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2008,01.10.2009,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2009_100_25832_etrs89-utm32n.asc
24,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2009,01.10.2010,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2010_100_25832_etrs89-utm32n.asc
25,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2010,01.10.2011,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2011_100_25832_etrs89-utm32n.asc
26,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2011,01.10.2012,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2012_100_25832_etrs89-utm32n.asc
27,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2012,01.10.2013,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2013_100_25832_etrs89-utm32n.asc
28,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2013,01.10.2014,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2014_100_25832_etrs89-utm32n.asc
29,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2014,01.10.2015,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2015_100_25832_etrs89-utm32n.asc
30,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2015,01.10.2016,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2016_100_25832_etrs89-utm32n.asc
31,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2016,01.10.2017,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2017_100_25832_etrs89-utm32n.asc
32,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2017,01.10.2018,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2018_100_25832_etrs89-utm32n.asc
33,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2018,01.10.2019,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2019_100_25832_etrs89-utm32n.asc
34,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2019,01.10.2020,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2020_100_25832_etrs89-utm32n.asc
35,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2020,01.10.2021,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2021_100_25832_etrs89-utm32n.asc
36,True,fixed,auto,WW_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.09.2021,01.10.2022,False,False,True,True,True,False,True,False,True,False,False,False,False,,,1,,historic_runs,BRA_BER,,,,,,BB_CType3_2022_100_25832_etrs89-utm32n.asc
37,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2005,01.12.2005,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2005_100_25832_etrs89-utm32n.asc
38,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2006,01.12.2006,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2006_100_25832_etrs89-utm32n.asc
39,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2007,01.12.2007,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2007_100_25832_etrs89-utm32n.asc
40,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2008,01.12.2008,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2008_100_25832_etrs89-utm32n.asc
41,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2009,01.12.2009,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2009_100_25832_etrs89-utm32n.asc
42,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2010,01.12.2010,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2010_100_25832_etrs89-utm32n.asc
43,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2011,01.12.2011,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2011_100_25832_etrs89-utm32n.asc
44,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2012,01.12.2012,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2012_100_25832_etrs89-utm32n.asc
45,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2013,01.12.2013,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2013_100_25832_etrs89-utm32n.asc
46,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2014,01.12.2014,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2014_100_25832_etrs89-utm32n.asc
47,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2015,01.12.2015,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2015_100_25832_etrs89-utm32n.asc
48,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2016,01.12.2016,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2016_100_25832_etrs89-utm32n.asc
49,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2017,01.12.2017,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2017_100_25832_etrs89-utm32n.asc
50,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2018,01.12.2018,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2018_100_25832_etrs89-utm32n.asc
51,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2019,01.12.2019,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2019_100_25832_etrs89-utm32n.asc
52,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2020,01.12.2020,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2020_100_25832_etrs89-utm32n.asc
53,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2021,01.12.2021,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2021_100_25832_etrs89-utm32n.asc
54,True,fixed,auto,SU_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2022,01.12.2022,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.92,,historic_runs,BRA_BER,,,,,,BB_CType11_2022_100_25832_etrs89-utm32n.asc
55,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2005,01.12.2005,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2005_100_25832_etrs89-utm32n.asc
56,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2006,01.12.2006,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2006_100_25832_etrs89-utm32n.asc
57,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2007,01.12.2007,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2007_100_25832_etrs89-utm32n.asc
58,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2008,01.12.2008,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2008_100_25832_etrs89-utm32n.asc
59,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2009,01.12.2009,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2009_100_25832_etrs89-utm32n.asc
60,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2010,01.12.2010,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2010_100_25832_etrs89-utm32n.asc
61,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2011,01.12.2011,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2011_100_25832_etrs89-utm32n.asc
62,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2012,01.12.2012,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2012_100_25832_etrs89-utm32n.asc
63,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2013,01.12.2013,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2013_100_25832_etrs89-utm32n.asc
64,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2014,01.12.2014,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2014_100_25832_etrs89-utm32n.asc
65,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2015,01.12.2015,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2015_100_25832_etrs89-utm32n.asc
66,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2016,01.12.2016,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2016_100_25832_etrs89-utm32n.asc
67,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2017,01.12.2017,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2017_100_25832_etrs89-utm32n.asc
68,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2018,01.12.2018,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2018_100_25832_etrs89-utm32n.asc
69,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2019,01.12.2019,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2019_100_25832_etrs89-utm32n.asc
70,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2020,01.12.2020,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2020_100_25832_etrs89-utm32n.asc
71,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2021,01.12.2021,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2021_100_25832_etrs89-utm32n.asc
72,True,fixed,auto,SM_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2022,01.12.2022,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.98,,historic_runs,BRA_BER,,,,,,BB_CType2_2022_100_25832_etrs89-utm32n.asc
73,True,fixed,auto,PO_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2005,01.12.2005,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.71,,historic_runs,BRA_BER,,,,,,BB_CType12_2005_100_25832_etrs89-utm32n.asc
74,True,fixed,auto,PO_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2006,01.12.2006,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.71,,historic_runs,BRA_BER,,,,,,BB_CType12_2006_100_25832_etrs89-utm32n.asc
75,True,fixed,auto,PO_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2007,01.12.2007,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.71,,historic_runs,BRA_BER,,,,,,BB_CType12_2007_100_25832_etrs89-utm32n.asc
76,True,fixed,auto,PO_sfix_hauto,sim.json,crop.json,site.json,False,dwd/csvs,dwd/csvs/germany_ubn_1951-01-01_to_2024-08-30,,,,,,01.02.2008,01.12.2008,False,False,True,True,True,False,True,False,True,False,False,False,False,,,0.71,,historic_runs,BRA_BER,,,,,,BB_CType12_2008_100_25832_etrs89-utm32n.asc
